,Name,Age,word,model,realization,rep_model,rep_realization
2483,TD PL-II C30,P8Y2M0DT0H0M0S,Schiff,ˈʃɪf,ˈʃɪf,[True],[True]
2484,TD PL-II C30,P8Y2M0DT0H0M0S,König,ˈkøːnɪç,ˈkøːnɪç,"[True, False]","[True, False]"
2485,TD PL-II C30,P8Y2M0DT0H0M0S,Glas,ˈɡlaːs,ˈɡlaːs,[True],[True]
2486,TD PL-II C30,P8Y2M0DT0H0M0S,Auto,ˈaʊtoː,ˈaʊtoː,"[True, False]","[True, False]"
2487,TD PL-II C30,P8Y2M0DT0H0M0S,blau,ˈblaʊ,ˈblaʊ,[True],[True]
2488,TD PL-II C30,P8Y2M0DT0H0M0S,kaputt,kaˈpʊt,kaˈpʊt,"[False, True]","[False, True]"
2489,TD PL-II C30,P8Y2M0DT0H0M0S,Schwein,ˈʃvaɪn,ˈʃvaɪn,[True],[True]
2490,TD PL-II C30,P8Y2M0DT0H0M0S,Sack,ˈzak,ˈzak,[True],[True]
2491,TD PL-II C30,P8Y2M0DT0H0M0S,Pflaster,ˈp͡flastɐ,ˈp͡flastɐ,"[True, False]","[True, False]"
2492,TD PL-II C30,P8Y2M0DT0H0M0S,Trecker,ˈtʁɛkɐ,ˈtʁɛkɐ,"[True, False]","[True, False]"
2493,TD PL-II C30,P8Y2M0DT0H0M0S,Schrank,ˈʃʁaŋk,ˈʃʁaŋk,[True],[True]
2494,TD PL-II C30,P8Y2M0DT0H0M0S,Apfel,ˈap͡fəl,ˈap͡fəl,"[True, False]","[True, False]"
2495,TD PL-II C30,P8Y2M0DT0H0M0S,Zange,ˈʦaŋə,ˈʦaŋə,"[True, False]","[True, False]"
2496,TD PL-II C30,P8Y2M0DT0H0M0S,Schere,ˈʃeːʁə,ˈʃeːʁə,"[True, False]","[True, False]"
2497,TD PL-II C30,P8Y2M0DT0H0M0S,Geschenk,ɡəˈʃɛŋk,ɡəˈʃɛŋk,"[False, True]","[False, True]"
2498,TD PL-II C30,P8Y2M0DT0H0M0S,Fenster,ˈfɛnstɐ,ˈfɛnstɐ,"[True, False]","[True, False]"
2499,TD PL-II C30,P8Y2M0DT0H0M0S,Brille,ˈbʁɪlə,ˈbʁɪlə,"[True, False]","[True, False]"
2500,TD PL-II C30,P8Y2M0DT0H0M0S,Wurst,ˈvʊɐst,ˈvʊɐst,[True],[True]
2501,TD PL-II C30,P8Y2M0DT0H0M0S,Gras,ˈɡʁaːs,ˈɡʁaːs,[True],[True]
2502,TD PL-II C30,P8Y2M0DT0H0M0S,Schlange,ˈʃlaŋə,ˈʃlaŋə,"[True, False]","[True, False]"
2503,TD PL-II C30,P8Y2M0DT0H0M0S,Hexe,ˈhɛksə,ˈhɛksə,"[True, False]","[True, False]"
2504,TD PL-II C30,P8Y2M0DT0H0M0S,Frosch,ˈfʁɔʃ,ˈfʁɔʃ,[True],[True]
2505,TD PL-II C30,P8Y2M0DT0H0M0S,quak,ˈkvak,ˈkvak,[True],[True]
2506,TD PL-II C30,P8Y2M0DT0H0M0S,Zwerg,ˈʦvɛɐk,ˈʦvɛɐk,[True],[True]
2507,TD PL-II C30,P8Y2M0DT0H0M0S,Pferd,ˈp͡feːɐt,ˈp͡feːɐt,[True],[True]
2508,TD PL-II C30,P8Y2M0DT0H0M0S,Gießkanne,ˈɡiːsˌkanə,ˈɡiːsˌkanə,"[True, False, False]","[True, False, False]"
2509,TD PL-II C30,P8Y2M0DT0H0M0S,Wippe,ˈvɪpə,ˈvɪpə,"[True, False]","[True, False]"
2510,TD PL-II C30,P8Y2M0DT0H0M0S,Kleid,ˈklaɪt,ˈklaɪt,[True],[True]
2511,TD PL-II C30,P8Y2M0DT0H0M0S,Nuss,ˈnʊs,ˈnʊs,[True],[True]
2512,TD PL-II C30,P8Y2M0DT0H0M0S,Giraffe,ɡiˈʁafə,ɡiˈʁafə,"[False, True, False]","[False, True, False]"
2513,TD PL-II C30,P8Y2M0DT0H0M0S,Korb,ˈkɔɐp,ˈkɔɐp,[True],[True]
2514,TD PL-II C30,P8Y2M0DT0H0M0S,Schlüssel,ˈʃlʏsəl,ˈʃlʏsəl,[True],[True]
2515,TD PL-II C30,P8Y2M0DT0H0M0S,Dusche,ˈduːʃə,ˈduːʃə,"[True, False]","[True, False]"
2516,TD PL-II C30,P8Y2M0DT0H0M0S,Gitarre,ɡiˈtaʁə,ɡiˈtaʁə,"[False, True, False]","[False, True, False]"
2517,TD PL-II C30,P8Y2M0DT0H0M0S,Tasche,ˈtaʃə,ˈtaʃə,"[True, False]","[True, False]"
2518,TD PL-II C30,P8Y2M0DT0H0M0S,Gabel,ˈɡaːbəl,ˈɡabəl,"[True, False]","[True, False]"
2519,TD PL-II C30,P8Y2M0DT0H0M0S,Hund,ˈhʊnt,ˈhʊnt,[True],[True]
2520,TD PL-II C30,P8Y2M0DT0H0M0S,Topf,ˈtɔp͡f,ˈtɔp͡f,[True],[True]
2521,TD PL-II C30,P8Y2M0DT0H0M0S,Lampe,ˈlampə,ˈlampə,"[True, False]","[True, False]"
2522,TD PL-II C30,P8Y2M0DT0H0M0S,Vogel,ˈfoːɡəl,ˈfoːɡəl,"[True, False]","[True, False]"
2523,TD PL-II C30,P8Y2M0DT0H0M0S,Licht,*,*,[False],[False]
2524,TD PL-II C30,P8Y2M0DT0H0M0S,Sonne,ˈzɔnə,ˈzɔnə,"[True, False]","[True, False]"
2525,TD PL-II C30,P8Y2M0DT0H0M0S,Pullover,pʊlˈoːvɐ,pʊlˈoːvɐ,"[False, True, False]","[False, True, False]"
2526,TD PL-II C30,P8Y2M0DT0H0M0S,Stuhl,ˈʃtuːl,ˈʃtuːl,[True],[True]
2527,TD PL-II C30,P8Y2M0DT0H0M0S,Marienkäfer,maˈʁiːŋˌkɛːfɐ,maˈʁiːŋˌkɛːfɐ,"[False, True, False, False]","[False, True, False, False]"
2528,TD PL-II C30,P8Y2M0DT0H0M0S,Taucher,ˈtaʊxɐ,ˈtaʊxɐ,"[True, False]","[True, False]"
2529,TD PL-II C30,P8Y2M0DT0H0M0S,Haus,ˈhaʊs,ˈhaʊs,[True],[True]
2530,TD PL-II C30,P8Y2M0DT0H0M0S,rot,*,*,[False],[False]
2531,TD PL-II C30,P8Y2M0DT0H0M0S,Junge,ˈjʊŋə,ˈjʊŋə,"[True, False]","[True, False]"
2532,TD PL-II C30,P8Y2M0DT0H0M0S,Telefon,ˈtelefoːn,ˈtelefoːn,"[True, False, False]","[True, False, False]"
2533,TD PL-II C30,P8Y2M0DT0H0M0S,Spinne,ˈʃpɪnə,ˈʃpɪnə,"[True, False]","[True, False]"
2534,TD PL-II C30,P8Y2M0DT0H0M0S,Hase,ˈhaːzə,ˈhaːzə,"[True, False]","[True, False]"
2535,TD PL-II C30,P8Y2M0DT0H0M0S,Katze,ˈkaʦə,ˈkaʦə,"[True, False]","[True, False]"
2536,TD PL-II C30,P8Y2M0DT0H0M0S,Tasse,ˈtasə,ˈtasə,"[True, False]","[True, False]"
2538,TD PL-II C30,P8Y2M0DT0H0M0S,Bett,ˈbɛt,ˈbɛt,[True],[True]
2539,TD PL-II C30,P8Y2M0DT0H0M0S,Trommel,ˈtʁɔməl,ˈtʁɔməl,"[True, False]","[True, False]"
2540,TD PL-II C30,P8Y2M0DT0H0M0S,Löwe,ˈløːvə,ˈløːvə,"[True, False]","[True, False]"
2541,TD PL-II C30,P8Y2M0DT0H0M0S,Teller,ˈtɛlɐ,ˈtɛlɐ,"[True, False]","[True, False]"
2542,TD PL-II C30,P8Y2M0DT0H0M0S,Motorrad,moˈtoːˌʁaːt,moˈtoːˌʁaːt,"[False, True, False]","[False, True, False]"
2543,TD PL-II C30,P8Y2M0DT0H0M0S,Schnecke,ˈʃnɛkə,ˈʃnɛkə,"[True, False]","[True, False]"
2544,TD PL-II C30,P8Y2M0DT0H0M0S,Zitrone,ʦiˈtʁoːnə,ʦiˈtʁoːnə,"[False, True, False]","[False, True, False]"
2545,TD PL-II C30,P8Y2M0DT0H0M0S,Nest,ˈnɛst,ˈnɛst,[True],[True]
2546,TD PL-II C30,P8Y2M0DT0H0M0S,Rutsche,ˈʁʊtʃə,ˈʁʊtʃə,"[True, False]","[True, False]"
2547,TD PL-II C30,P8Y2M0DT0H0M0S,Becher,ˈbɛçɐ,ˈbɛçɐ,"[True, False]","[True, False]"
2548,TD PL-II C30,P8Y2M0DT0H0M0S,Feder,ˈfeːdɐ,ˈfeːdɐ,"[True, False]","[True, False]"
2549,TD PL-II C30,P8Y2M0DT0H0M0S,Brief,ˈbʁiːf,ˈbʁiːf,[True],[True]
2550,TD PL-II C30,P8Y2M0DT0H0M0S,Baum,ˈbaʊm,ˈbaʊm,[True],[True]
2551,TD PL-II C30,P8Y2M0DT0H0M0S,Zebra,ˈʦeːbʁaː,ˈʦeːbʁaː,"[True, False]","[True, False]"
2552,TD PL-II C30,P8Y2M0DT0H0M0S,drei,ˈdʁaɪ,ˈdʁaɪ,[True],[True]
2553,TD PL-II C30,P8Y2M0DT0H0M0S,Knöpfe,ˈknœp͡fə,ˈknœp͡fə,"[True, False]","[True, False]"
2554,TD PL-II C30,P8Y2M0DT0H0M0S,Fisch,ˈfɪʃ,ˈfɪʃ,[True],[True]
2555,TD PL-II C30,P8Y2M0DT0H0M0S,Milch,ˈmɪlç,ˈmɪlç,[True],[True]
2556,TD PL-II C30,P8Y2M0DT0H0M0S,Polizei,poliˈʦaɪ,poliˈʦaɪ,"[False, False, True]","[False, False, True]"
2557,TD PL-II C30,P8Y2M0DT0H0M0S,Flasche,ˈflaʃə,ˈflaʃə,"[True, False]","[True, False]"
2558,TD PL-II C30,P8Y2M0DT0H0M0S,Krokodil,kʁokoˈdiːl,kʁokoˈdiːl,"[False, False, True]","[False, False, True]"
2559,TD PL-II C30,P8Y2M0DT0H0M0S,grün,*,*,[False],[False]
2560,TD PL-II C30,P8Y2M0DT0H0M0S,Elefant,eleˈfant,eleˈfant,"[False, False, True]","[False, False, True]"
2561,TD PL-II C30,P8Y2M0DT0H0M0S,Blume,ˈbluːmə,ˈbluːmə,"[True, False]","[True, False]"
2562,TD PL-II C30,P8Y2M0DT0H0M0S,Gespenst,ɡəˈʃpɛnst,ɡəˈʃpɛnst,"[False, True]","[False, True]"
2563,TD PL-II C30,P8Y2M0DT0H0M0S,Drache,ˈdʁaxə,ˈdʁaxə,"[True, False]","[True, False]"
2564,TD PL-II C30,P8Y2M0DT0H0M0S,Banane,baˈnaːnə,baˈnaːnə,"[False, True, False]","[False, True, False]"
2565,TD PL-II C30,P8Y2M0DT0H0M0S,gelb,*,*,[False],[False]
2566,TD PL-II C30,P8Y2M0DT0H0M0S,Bagger,ˈbaɡɐ,ˈbaɡɐ,"[True, False]","[True, False]"
2567,TD PL-II C09,P5Y3M0DT0H0M0S,Tasche,ˈtaʃə,ˈtaθə,"[True, False]","[True, False]"
2568,TD PL-II C09,P5Y3M0DT0H0M0S,Gabel,ˈɡaːbəl,ˈɡabəl,"[True, False]","[True, False]"
2569,TD PL-II C09,P5Y3M0DT0H0M0S,Hund,ˈhʊnt,ˈhʊnt,[True],[True]
2570,TD PL-II C09,P5Y3M0DT0H0M0S,Topf,ˈtɔp͡f,ˈtɔp͡f,[True],[True]
2571,TD PL-II C09,P5Y3M0DT0H0M0S,Lampe,ˈlampə,ˈlampə,"[True, False]","[True, False]"
2572,TD PL-II C09,P5Y3M0DT0H0M0S,Licht,ˈlɪçt,ˈlɪçt,[True],[True]
2573,TD PL-II C09,P5Y3M0DT0H0M0S,Vogel,ˈfoːɡəl,ˈfoːɡəl,"[True, False]","[True, False]"
2574,TD PL-II C09,P5Y3M0DT0H0M0S,Sonne,ˈzɔnə,ˈzɔnə,"[True, False]","[True, False]"
2575,TD PL-II C09,P5Y3M0DT0H0M0S,Pullover,pʊlˈoːvɐ,pɪlˈovɐ,"[False, True, False]","[False, True, False]"
2576,TD PL-II C09,P5Y3M0DT0H0M0S,Stuhl,ˈʃtuːl,ˈʃtuːl,[True],[True]
2577,TD PL-II C09,P5Y3M0DT0H0M0S,Marienkäfer,maˈʁiːŋˌkɛːfɐ,maˈʁiːŋˌkɛːfɐ,"[False, True, False, False]","[False, True, False, False]"
2578,TD PL-II C09,P5Y3M0DT0H0M0S,rot,ˈʁoːt,ˈʁoːt,[True],[True]
2579,TD PL-II C09,P5Y3M0DT0H0M0S,Taucher,ˈtaʊxɐ,ˈtaʊxɐ,"[True, False]","[True, False]"
2580,TD PL-II C09,P5Y3M0DT0H0M0S,Haus,ˈhaʊs,ˈhaʊs,[True],[True]
2581,TD PL-II C09,P5Y3M0DT0H0M0S,Junge,ˈjʊŋə,ˈjʊŋə,"[True, False]","[True, False]"
2582,TD PL-II C09,P5Y3M0DT0H0M0S,Telefon,ˈtelefoːn,ˈtelefoːn,"[True, False, False]","[True, False, False]"
2583,TD PL-II C09,P5Y3M0DT0H0M0S,Spinne,ˈʃpɪnə,ˈʃpɪnə,"[True, False]","[True, False]"
2584,TD PL-II C09,P5Y3M0DT0H0M0S,Hase,ˈhaːzə,ˈhaːzə,"[True, False]","[True, False]"
2585,TD PL-II C09,P5Y3M0DT0H0M0S,Katze,ˈkaʦə,ˈkaʦə,"[True, False]","[True, False]"
2586,TD PL-II C09,P5Y3M0DT0H0M0S,Tasse,ˈtasə,ˈtasə,"[True, False]","[True, False]"
2588,TD PL-II C09,P5Y3M0DT0H0M0S,Bett,ˈbɛt,ˈbɛt,[True],[True]
2589,TD PL-II C09,P5Y3M0DT0H0M0S,Trommel,ˈtʁɔməl,ˈtʁɔməl,"[True, False]","[True, False]"
2590,TD PL-II C09,P5Y3M0DT0H0M0S,Löwe,ˈløːvə,ˈløːvə,"[True, False]","[True, False]"
2591,TD PL-II C09,P5Y3M0DT0H0M0S,Teller,ˈtɛlɐ,ˈtɛlɐ,"[True, False]","[True, False]"
2592,TD PL-II C09,P5Y3M0DT0H0M0S,Motorrad,moˈtoːˌʁaːt,moˈtoːˌʁaːt,"[False, True, False]","[False, True, False]"
2593,TD PL-II C09,P5Y3M0DT0H0M0S,Schnecke,ˈʃnɛkə,ˈʃnɛkə,"[True, False]","[True, False]"
2594,TD PL-II C09,P5Y3M0DT0H0M0S,Zitrone,ʦiˈtʁoːnə,ʦiˈtʁoːnə,"[False, True, False]","[False, True, False]"
2595,TD PL-II C09,P5Y3M0DT0H0M0S,Nest,ˈnɛst,ˈnɛst,[True],[True]
2596,TD PL-II C09,P5Y3M0DT0H0M0S,Rutsche,ˈʁʊtʃə,ˈʁʊtʃə,"[True, False]","[True, False]"
2597,TD PL-II C09,P5Y3M0DT0H0M0S,Becher,ˈbɛçɐ,ˈbɛçɐ,"[True, False]","[True, False]"
2598,TD PL-II C09,P5Y3M0DT0H0M0S,Feder,ˈfeːdɐ,ˈfeːdɐ,"[True, False]","[True, False]"
2599,TD PL-II C09,P5Y3M0DT0H0M0S,Brief,ˈbʁiːf,ˈbʁiːf,[True],[True]
2600,TD PL-II C09,P5Y3M0DT0H0M0S,Baum,ˈbaʊm,ˈbaʊm,[True],[True]
2601,TD PL-II C09,P5Y3M0DT0H0M0S,Zebra,ˈʦeːbʁaː,ˈʦeːbʁaː,"[True, False]","[True, False]"
2602,TD PL-II C09,P5Y3M0DT0H0M0S,Knöpfe,ˈknœp͡fə,ˈknœp͡fə,"[True, False]","[True, False]"
2603,TD PL-II C09,P5Y3M0DT0H0M0S,drei,ˈdʁaɪ,ˈdʁaɪ,[True],[True]
2604,TD PL-II C09,P5Y3M0DT0H0M0S,Fisch,ˈfɪʃ,ˈfɪʃ,[True],[True]
2605,TD PL-II C09,P5Y3M0DT0H0M0S,Milch,ˈmɪlç,ˈmɪlç,[True],[True]
2606,TD PL-II C09,P5Y3M0DT0H0M0S,Polizei,poliˈʦaɪ,poliˈʦaɪ,"[False, False, True]","[False, False, True]"
2607,TD PL-II C09,P5Y3M0DT0H0M0S,Flasche,ˈflaʃə,ˈflaʃə,"[True, False]","[True, False]"
2608,TD PL-II C09,P5Y3M0DT0H0M0S,Krokodil,kʁokoˈdiːl,kokoˈdil,"[False, False, True]","[False, False, True]"
2609,TD PL-II C09,P5Y3M0DT0H0M0S,grün,ˈɡʁyːn,ˈdʁyːn,[True],[True]
2610,TD PL-II C09,P5Y3M0DT0H0M0S,Elefant,eleˈfant,eleˈfant,"[False, False, True]","[False, False, True]"
2611,TD PL-II C09,P5Y3M0DT0H0M0S,Blume,ˈbluːmə,ˈbluːmə,"[True, False]","[True, False]"
2612,TD PL-II C09,P5Y3M0DT0H0M0S,Gespenst,ɡəˈʃpɛnst,ɡəˈʃpɛnst,"[False, True]","[False, True]"
2613,TD PL-II C09,P5Y3M0DT0H0M0S,Drache,ˈdʁaxə,ˈdʁaxə,"[True, False]","[True, False]"
2614,TD PL-II C09,P5Y3M0DT0H0M0S,Banane,baˈnaːnə,baˈnaːnə,"[False, True, False]","[False, True, False]"
2615,TD PL-II C09,P5Y3M0DT0H0M0S,gelb,ˈɡɛlp,ˈɡɛlp,[True],[True]
2616,TD PL-II C09,P5Y3M0DT0H0M0S,Bagger,ˈbaɡɐ,ˈbaɡɐ,"[True, False]","[True, False]"
2617,TD PL-II C09,P5Y3M0DT0H0M0S,Geburtstag,ɡəˈbʊɐʦtaːk,ɡəˈbʊɐʦtaːk,"[False, True, False]","[False, True, False]"
2618,TD PL-II C09,P5Y3M0DT0H0M0S,Jacke,ˈjakə,ˈjakə,"[True, False]","[True, False]"
2620,TD PL-II C09,P5Y3M0DT0H0M0S,Ring,ˈʁɪŋ,ˈʁɪŋ,[True],[True]
2621,TD PL-II C09,P5Y3M0DT0H0M0S,Bild,ˈbɪlt,ˈbɪlt,[True],[True]
2622,TD PL-II C09,P5Y3M0DT0H0M0S,Schmetterling,ˈʃmɛtɐlɪŋ,ˈʃmɛtɐlɪŋ,"[True, False, False]","[True, False, False]"
2623,TD PL-II C09,P5Y3M0DT0H0M0S,Bank,ˈbaŋk,ˈbaŋk,[True],[True]
2624,TD PL-II C09,P5Y3M0DT0H0M0S,Trampolin,ˈtʁampoliːn,ˈtʁampoliːn,"[True, False, False]","[True, False, False]"
2625,TD PL-II C09,P5Y3M0DT0H0M0S,Roller,ˈʁɔlɐ,ˈʁɔlɐ,"[True, False]","[True, False]"
2626,TD PL-II C09,P5Y3M0DT0H0M0S,Buch,ˈbuːx,ˈbuːx,[True],[True]
2627,TD PL-II C09,P5Y3M0DT0H0M0S,Spritze,ˈʃpʁɪʦə,ˈʃpʁɪʦə,"[True, False]","[True, False]"
2628,TD PL-II C09,P5Y3M0DT0H0M0S,Jäger,ˈjɛːɡɐ,ˈjɛːɡɐ,"[True, False]","[True, False]"
2629,TD PL-II C09,P5Y3M0DT0H0M0S,Schiff,ˈʃɪf,ˈʃɪf,[True],[True]
2630,TD PL-II C09,P5Y3M0DT0H0M0S,König,ˈkøːnɪç,ˈkøːnɪç,"[True, False]","[True, False]"
2631,TD PL-II C09,P5Y3M0DT0H0M0S,Glas,ˈɡlaːs,ˈɡlaːs,[True],[True]
2632,TD PL-II C09,P5Y3M0DT0H0M0S,kaputt,kaˈpʊt,kaˈpʊt,"[False, True]","[False, True]"
2633,TD PL-II C09,P5Y3M0DT0H0M0S,Auto,ˈaʊtoː,ˈaʊtoː,"[True, False]","[True, False]"
2634,TD PL-II C09,P5Y3M0DT0H0M0S,blau,ˈblaʊ,ˈblaʊ,[True],[True]
2635,TD PL-II C09,P5Y3M0DT0H0M0S,Schwein,ˈʃvaɪn,ˈʃvaɪn,[True],[True]
2636,TD PL-II C09,P5Y3M0DT0H0M0S,Sack,ˈzak,ˈzak,[True],[True]
2637,TD PL-II C09,P5Y3M0DT0H0M0S,Pflaster,ˈp͡flastɐ,ˈp͡flastɐ,"[True, False]","[True, False]"
2638,TD PL-II C09,P5Y3M0DT0H0M0S,Traktor,ˈtʁaktoɐ,ˈtʁaktoɐ,"[True, False]","[True, False]"
2639,TD PL-II C09,P5Y3M0DT0H0M0S,Schrank,ˈʃʁaŋk,ˈʃʁaŋk,[True],[True]
2640,TD PL-II C09,P5Y3M0DT0H0M0S,Apfel,ˈap͡fəl,ˈap͡fəl,"[True, False]","[True, False]"
2641,TD PL-II C09,P5Y3M0DT0H0M0S,Zange,ˈʦaŋə,ˈʦaŋə,"[True, False]","[True, False]"
2642,TD PL-II C09,P5Y3M0DT0H0M0S,Schere,ˈʃeːʁə,ˈʃeːʁə,"[True, False]","[True, False]"
2643,TD PL-II C09,P5Y3M0DT0H0M0S,Geschenk,ɡəˈʃɛŋk,nəˈʃɛŋk,"[False, True]","[False, True]"
2644,TD PL-II C09,P5Y3M0DT0H0M0S,Fenster,ˈfɛnstɐ,ˈfɛnstɐ,"[True, False]","[True, False]"
2645,TD PL-II C09,P5Y3M0DT0H0M0S,Brille,ˈbʁɪlə,ˈbʁɪlə,"[True, False]","[True, False]"
2646,TD PL-II C09,P5Y3M0DT0H0M0S,Wurst,ˈvʊɐst,ˈvʊɐst,[True],[True]
2647,TD PL-II C09,P5Y3M0DT0H0M0S,Gras,ˈɡʁaːs,ˈdʁas,[True],[True]
2648,TD PL-II C09,P5Y3M0DT0H0M0S,Schlange,ˈʃlaŋə,ˈʃlaŋə,"[True, False]","[True, False]"
2649,TD PL-II C09,P5Y3M0DT0H0M0S,Hexe,ˈhɛksə,ˈhɛksə,"[True, False]","[True, False]"
2650,TD PL-II C09,P5Y3M0DT0H0M0S,Frosch,ˈfʁɔʃ,ˈfʁɔʃ,[True],[True]
2651,TD PL-II C09,P5Y3M0DT0H0M0S,quak,ˈkvak,ˈkvak,[True],[True]
2652,TD PL-II C09,P5Y3M0DT0H0M0S,Zwerg,ˈʦvɛɐk,ˈʦvɛɐk,[True],[True]
2653,TD PL-II C09,P5Y3M0DT0H0M0S,Pferd,ˈp͡feːɐt,ˈp͡feːɐt,[True],[True]
2654,TD PL-II C09,P5Y3M0DT0H0M0S,Gießkanne,ˈɡiːsˌkanə,ˈɡiːsˌkanə,"[True, False, False]","[True, False, False]"
2655,TD PL-II C09,P5Y3M0DT0H0M0S,Wippe,ˈvɪpə,ˈvɪpə,"[True, False]","[True, False]"
2656,TD PL-II C09,P5Y3M0DT0H0M0S,Kleid,ˈklaɪt,ˈklaɪt,[True],[True]
2657,TD PL-II C09,P5Y3M0DT0H0M0S,Nuss,ˈnʊs,ˈnʊs,[True],[True]
2658,TD PL-II C09,P5Y3M0DT0H0M0S,Giraffe,ɡiˈʁafə,ɡiˈʁafə,"[False, True, False]","[False, True, False]"
2659,TD PL-II C09,P5Y3M0DT0H0M0S,Korb,ˈkɔɐp,ˈkɔɐp,[True],[True]
2660,TD PL-II C09,P5Y3M0DT0H0M0S,Schlüssel,ˈʃlʏsəl,ˈʃlʏsəl,[True],[True]
2661,TD PL-II C09,P5Y3M0DT0H0M0S,Dusche,ˈduːʃə,ˈduːʃə,"[True, False]","[True, False]"
2662,TD PL-II C09,P5Y3M0DT0H0M0S,Gitarre,ɡiˈtaʁə,ɛˈtaʁə,"[False, True, False]","[False, True, False]"
2663,TD PL-II C21,P9Y2M0DT0H0M0S,Tasche,ˈtaʃə,ˈtaʃə,"[True, False]","[True, False]"
2664,TD PL-II C21,P9Y2M0DT0H0M0S,Gabel,ˈɡaːbəl,ˈɡabəl,"[True, False]","[True, False]"
2665,TD PL-II C21,P9Y2M0DT0H0M0S,Hund,ˈhʊnt,ˈhʊnt,[True],[True]
2666,TD PL-II C21,P9Y2M0DT0H0M0S,Topf,ˈtɔp͡f,ˈtɔp͡f,[True],[True]
2667,TD PL-II C21,P9Y2M0DT0H0M0S,Lampe,ˈlampə,ˈlamfə,"[True, False]","[True, False]"
2668,TD PL-II C21,P9Y2M0DT0H0M0S,Vogel,ˈfoːɡəl,ˈfoːɡəl,"[True, False]","[True, False]"
2669,TD PL-II C21,P9Y2M0DT0H0M0S,Licht,*,*,[False],[False]
2670,TD PL-II C21,P9Y2M0DT0H0M0S,rot,*,*,[False],[False]
2671,TD PL-II C21,P9Y2M0DT0H0M0S,Sonne,ˈzɔnə,ˈzɔnə,"[True, False]","[True, False]"
2672,TD PL-II C21,P9Y2M0DT0H0M0S,Pullover,pʊlˈoːvɐ,pʊlˈoːvɐ,"[False, True, False]","[False, True, False]"
2673,TD PL-II C21,P9Y2M0DT0H0M0S,Stuhl,ˈʃtuːl,ˈʃtuːl,[True],[True]
2674,TD PL-II C21,P9Y2M0DT0H0M0S,Marienkäfer,maˈʁiːŋˌkɛːfɐ,maˈʁiːŋˌkɛːfɐ,"[False, True, False, False]","[False, True, False, False]"
2675,TD PL-II C21,P9Y2M0DT0H0M0S,Taucher,ˈtaʊxɐ,ˈtaʊxɐ,"[True, False]","[True, False]"
2676,TD PL-II C21,P9Y2M0DT0H0M0S,Haus,ˈhaʊs,ˈhaʊs,[True],[True]
2677,TD PL-II C21,P9Y2M0DT0H0M0S,Junge,*,*,[False],[False]
2678,TD PL-II C21,P9Y2M0DT0H0M0S,Telefon,ˈtelefoːn,ˈtelefoːn,"[True, False, False]","[True, False, False]"
2679,TD PL-II C21,P9Y2M0DT0H0M0S,Spinne,ˈʃpɪnə,ˈʃpɪnə,"[True, False]","[True, False]"
2680,TD PL-II C21,P9Y2M0DT0H0M0S,Hase,ˈhaːzə,ˈhaːzə,"[True, False]","[True, False]"
2681,TD PL-II C21,P9Y2M0DT0H0M0S,Katze,ˈkaʦə,ˈkaʦə,"[True, False]","[True, False]"
2682,TD PL-II C21,P9Y2M0DT0H0M0S,Tasse,ˈtasə,ˈtasə,"[True, False]","[True, False]"
2684,TD PL-II C21,P9Y2M0DT0H0M0S,Bett,ˈbɛt,ˈbɛt,[True],[True]
2685,TD PL-II C21,P9Y2M0DT0H0M0S,Trommel,ˈtʁɔməl,ˈtʁɔməl,"[True, False]","[True, False]"
2686,TD PL-II C21,P9Y2M0DT0H0M0S,Löwe,ˈløːvə,ˈløːvə,"[True, False]","[True, False]"
2687,TD PL-II C21,P9Y2M0DT0H0M0S,Teller,ˈtɛlɐ,ˈtɛlɐ,"[True, False]","[True, False]"
2688,TD PL-II C21,P9Y2M0DT0H0M0S,Motorrad,moˈtoːˌʁaːt,moˈtoːˌʁaːt,"[False, True, False]","[False, True, False]"
2689,TD PL-II C21,P9Y2M0DT0H0M0S,Schnecke,ˈʃnɛkə,ˈʃnɛkə,"[True, False]","[True, False]"
2690,TD PL-II C21,P9Y2M0DT0H0M0S,Zitrone,ʦiˈtʁoːnə,ʦiˈtʁoːnə,"[False, True, False]","[False, True, False]"
2691,TD PL-II C21,P9Y2M0DT0H0M0S,Nest,ˈnɛst,ˈnɛst,[True],[True]
2692,TD PL-II C21,P9Y2M0DT0H0M0S,Rutsche,ˈʁʊtʃə,ˈʁʊtʃə,"[True, False]","[True, False]"
2693,TD PL-II C21,P9Y2M0DT0H0M0S,Becher,ˈbɛçɐ,ˈbɛçɐ,"[True, False]","[True, False]"
2694,TD PL-II C21,P9Y2M0DT0H0M0S,Feder,ˈfeːdɐ,ˈfeːdɐ,"[True, False]","[True, False]"
2695,TD PL-II C21,P9Y2M0DT0H0M0S,Brief,ˈbʁiːf,ˈbʁiːf,[True],[True]
2696,TD PL-II C21,P9Y2M0DT0H0M0S,Baum,ˈbaʊm,ˈbaʊm,[True],[True]
2697,TD PL-II C21,P9Y2M0DT0H0M0S,Zebra,ˈʦeːbʁaː,ˈʦeːbʁaː,"[True, False]","[True, False]"
2698,TD PL-II C21,P9Y2M0DT0H0M0S,Knöpfe,ˈknœp͡fə,ˈknœp͡fə,"[True, False]","[True, False]"
2699,TD PL-II C21,P9Y2M0DT0H0M0S,drei,*,*,[False],[False]
2700,TD PL-II C21,P9Y2M0DT0H0M0S,Fisch,ˈfɪʃ,ˈfɪʃ,[True],[True]
